fhdi_herb_id,herb_latin_name,herb_english_name,herb_pinyin_name,herb_chinese_name,properties,function ,indication,therapeutic_class
h00823,garcinia morella,gamboge tree resin,teng huang,,not specified,to disperse swelling and resolve toxin stanch bleeding and kill worms,swelling toxin of welling abscess and flat abscess intractable lichen malign sore bleeding due to external injury gan of teeth and gum burns and scalds,for eliminating toxic materials dissolving rottenness and growing new muscles
h00824,garcinia cambogia,camboge garcinia,teng huang shan zhu zi,,not specified,not specified,not specified,not specified
h00825,radix asparagi,cochinchinese asparagus root,tian dong,,cold sweet bitter,to replenish yin promote fluid secretion and moisten the lung,1 asparamide is an expectorant antitussive and antiasthmatic2 inhibiting the cell growth of acute lymphocytic acute monocytic and chronic granulocytic leukemias in vitro,yintonifying medicinal
h00826,semen cucumis,muskmelon seed,tian gua zi,,cold bitter,not specified,not specified,phlegresolving medicine
h00827,radix semiaquilegiae,muskrootlike semiaquilegia root,tian kui zi,,cold sweet bitter,to remove toxic heat and promote the subsidence of swelling,treatment of carbuncles boils and sores mastitis scrofula venomous snake bite,antipyretic detoxicate drugs
h00828,gastrodia elata,tall gastrodia,tian ma,,mild sweet,to extinguish wind and check tetany calm liver and subdue yang  dispel wind and free network vessels,convulsion child convulsion spasm in limbs facial muscle spasm trigeminal neuralgia numbness in limbs acute fright wind chronic fright wind tetanus dizziness headache hemiplegia hypertension winddamp impediment pain,for calming liver and containing wind
h00829,asparagus cochinchinensis syn asparagus lucidus ,cochinchinese asparagus,tian men dong,,sweet  bitter extremely cold,to enrich yin and moisten dryness clear lung and downbear fire,yin vacuity fever cough with blood ejection lung wilting pulmonary welling abscess swelling pain in throat diabetes mellitus constipation,for tonifying weakness
h00830,rheum wittrocki,tianshan mountain rhubarb,tian shan da huang,,not specified,not specified,not specified,not specified
h00831,garcinia dulcis,dulcin garcinia,tian shan zhu zi,,not specified,not specified,not specified,not specified
h00832,concretio silicea bambusae,chinese schinzostachyum tabasheer,tian zhu huang,,cold sweet,for desolving phlegm,not specified,phlegresolving medicine
h00833,radix smilacis,root and rhizome of smilax,tie si wei ling xian,,warm pungent salty,not specified,not specified,winddampnessdispelling and heatclearing medicinal
h00834,herba acalyphae,copperleaf herb,tie xian cai,,not specified,1 treatment of diarrhea and dysentery of darnpnessheat type recently also for amebic dysentery and typhoid fever 2 treatment of hemoptysis hematemesis hemafecia metrorrhagia etc 3 treatment of dyspneic cough of lungheat type,1 bacteriostatic 2 astringent and protective on intestinal mucosa 3 antiasthmatic,heat clearence
h00835,semen lepiddi seu descurainiaesemen lepidiisemen descurainiae,lepidium seed descurainia seed,ting li zi,,extreme cold pungent bitter,to quench fire in the lung to relieve dyspnea and to cause diuresis,phlegmdrool and congesting lung cough and asthma with abundant phlegm distention fullness in chest and ribside edema in chest and abdomen inhibited urination,antitussive antiasthmetics
h00836,cinchona cuprea,cupreous cinchona,tong se ji na shu,,not specified,not specified,not specified,not specified
h00838,rhizoma smilacis glabrae,glabrous greenbrier rhizome,tu fu ling,,mild sweet neutral,to remove damp to counteract toxicity and to improve the mobility of joints,dampheat with strangury turbidity vaginal discharge swollen welling abscess scrofula scab and lichen syphilis mercurial poisoning,antipyretic detoxicate drugs
h00839,not specified,pseudolaricis cortex,tu jing pi,,not specified,not specified,scab and lichen eczema neurodermatitis ,medicinal for detoxificationparasiticidedrying dampness and relieving itching
h00840,senecio chrysanthemoides,chrusanthemumlike groundsel,tu san qi,,not specified,to clear heat and resolve toxin dissipate stasis and disperse swelling,toxin swelling of sores painful swelling from knocks and falls,not specified
h00841,semen cuseutae,dodder seed,tu si zi,,mild pungent sweet,to arrest seminal discharge and abnormal urination prevent abortion improve eyesight and relieve diarrhea by replenishing and tonifying the liver and the kidney,1 cardiotonic 2 promoting lymphocyteblastogenesis,yang reinforcing drugs
h00842,origanum vulgare,common origanum,tu xiang ru,,not specified,to resolve exterior rectify qi clear summerheat disinhibit damp,common cold with fever summerheat stroke distention fullness in chest and diaphragm vomiting diarrhea with abdominal pain jaundice edema vaginal discharge child gan accumulation measles papules itchy skin swelling pain of sores knocks and falls,not specified
h00843,concha arcae,arc shell,wa leng zi,,salty neutral,to eliminate phlegm to remove blood stasis to soften hard masses and dissolve lumps and to relieve gastric pain by reducing acid,treatment of retention of sticky phlegm difficult to expectorate goitre scrofula masses in the abdomen gastric pain with acid regurgitation,phlegresolving medicine
h00844,hypericum curvisepalum,curvedsepal stjohnswort,wan e jin si tao,,not specified,not specified,not specified,not specified
h00845,herba artemisiae,allgrass of russian wormwood,wan nian hao,,cold bitter,not specified,not specified,not specified
h00846,tagetes erecta,aztec marigold leaf,wan shou ju ye,,not specified,to clear heat and resolve toxin,innominate toxin swelling gan disease welling abscess sore clove sore,not specified
h00847,semen vaccariae,vacarria seed cow soapwort seed,wang bu liu xing,,mild bitter,1 to invigorate blood and promote menstruation 2 to promote lactation,galactostasis amenorrhea dysmenorrhea mammary welling abscess,blood activating stasis removing drugs
h00848,magnolia biondii,biond magnolia,wang chun yu lan,,not specified,see magnolia liliflora,see magnolia liliflora,not specified
h00849,trichosanthes cucumeroides,japanese snakegourd,wang gua,,not specified,to eliminate heat engender liquid dispel stasis promote lactation,diabetes mellitus jaundice dysphagiaocclusion and stomach reflux amenorrhea scant breast milk swollen welling abscess chronic pharyngolaryngitis,not specified
h00850,cassia occidentalis,coffee senna,wang jiang nan,,not specified,to clear lung clear liver calm asthma disinhibit urine free stool resolve toxin and disperse swelling lower blood pressure,cough and asthma hypertension headache and red eyes dribbling urination constipation swelling toxin of welling abscess and sore snake or insect bites,not specified
h00851,herba potentillae chinensis,chinese cinquefoil,wei ling cai,,not specified,to remove toxic heat and reduce heat in blood and to relieve dysentery,red dysentery and abdominal pain enduring dysentery bleeding hemorrhoids swelling toxin of sore and welling abscess,antipyretic detoxicate drugs
h00852,radix clematidis,chinese clematis root,wei ling xian,,warm pungent salty,to relieve rheumatic conditions to remove obstruction of collaterals and to alleviate pain,common cold tonsillitis acute icterohepatitis laryngitis rheumatic arthritis winddamp impediment pain numbness in limbs hypertonicity of sinews and vessels bone stuck in throat,winddampnessdispelling and colddispersing medicinal
h00853,rabdosia excisa,taillikeleaf rabdosia,wei ye xiang cha cai,,not specified,not specified,not specified,not specified
h00854,equisetum arvense,bottlebrush,wen jing,not specified,not specified,to stanch bleeding disinhibit urine brighten eyes,spontaneous external bleeding blood ejection hemoptysis hematochezia flooding and spotting bleeding due to external injury red eyes and eye screen,not specified
h00856,diphylleia sinensis,chinese umbrellaleaf equivalent plant diphylleia grayi,wo er qi,,not specified,to dispel winddamp clear heat and cool blood quicken blood and relieve pain drain precipitation,rheumatic arthritis pain in lumbus and legs steaming bone taxation fever knocks and falls menstrual disorder painful bind in lesserabdomen swollen welling abscess,not specified
h00858,ficus carica,fig leaf,wu hua guo ye,,not specified,to clear damp heat resolve sore toxin disperse swelling and relieve pain,dampheat diarrhea vaginal discharge hemorrhoids pain from swollen welling abscess scrofula,not specified
h00859,not specified,semen sapindi mukorossi,wu huan zi shu qiang,,not specified,not specified,not specified,not specified
h00860,sapindus mukorossi,chinese soapberry leaf,wu huan zi ye,,not specified,to resolve toxin suppress cough,snake bite pertussis,not specified
h00861,gallus domesticus,black chicken,wu ji,,mild sweet,not specified,not specified,not specified
h00862,not specified,folium acanthopanacis gracilistyti,wu jia ye,,not specified,not specified,not specified,not specified
h00863,aquilegia ecalcarata,spurless columbine,wu ju lou dou cai,,not specified,to resolve exterior and abate fever draw out toxin and engender flesh,common cold with headache putrefying sore yellowwater sore,not specified
h00864,fructus mume,smoked plum,wu mei,,mild sour,to arrest persistent cough to relieve diarrhea by astringing the intestines to promote the production of body fluid and to relieve colic caused by ascaris,enduring cough chronic diarrhea and dysentery hematuria hematochezia flooding and spotting vacuity heat with vexation and thirst roundworm reversal with abdominal pain outcrop of sore and welling abscess,astringent medicinal
h00865,firmiana simplex,phoenix tree bast,wu tong bai pi,,not specified,to lower cholesterol clear heat and calm liver dispel wind and eliminate damp quicken blood and relieve pain,hyperlipemia hypertension winddamp impediment pain knocks and falls menstrual disorder hemorrhoids erysipelas,not specified
h00866,not specified,radix firmianae plantanifoliae,wu tong gen,,not specified,not specified,not specified,not specified
h00867,not specified,flos firmianae plantanifoliae,wu tong hua,,not specified,not specified,not specified,not specified
h00868,firmiana simplex,phoenix tree leaf,wu tong ye,,not specified,to lower cholesterol clear heat and calm liver dispel wind and eliminate damp clear heat and resolve toxin,hyperlipemia hypertension winddamp pain numbness and paralysis swelling toxin of sore and welling abscess hemorrhoids shank sore bleeding due to external injury hypertension,not specified
h00869,not specified,semen firmiae,wu tong zi,,not specified,not specified,hyperlipemia food damage stomachache mounting qi infant mouth sore,digestants
h00870,aconitum carmichaeli,common monkshood equivalent plant aconitum karakolicum aconitum balfourii,wu tou,,not specified,to dispel wind and eliminate damp warm channels dissipate cold and relieve pain,windcolddamp impediment pain in joints numbness in limbs hemiplegia head wind headache cold pain in heart and abdomen cold mounting with pain stasis pain from knocks and falls swelling toxin of flat abscess,for warming interior
h00871,schisandra chinensis,chinese magnoliavine equivalent plant schisandra sphenanthera,wu wei zi,,warm sour,to promote contraction and secure astriction boost qi and engender liquid quiet heart and spirit,enduring cough and vacuity asthma dream emission frequent urination and enuresis incessant chronic diarrhea spontaneous sweating and night sweating fluid damage and thirst palpitation and insomnia,astriction
h00872,radix linderae,combined spicebush root,wu yao,,warm pungent,1 to regulate qi and stop pain 2 to warm the kidneys and dispel cold,distending pain in chest and abdomen qi counterflow with rapid asthma bladder vacuity cold enuresis and frequent urination mounting qi  dysmenorrhea,qi regulating drugs
h00873,fructus evodiae,fruit of diverseflower evodia,wu yu,,warm pungent bitter,treatment of headache accompanied by retching and cold limbs abdominal colic weakness and edema of the legs abdominal pain during menstruation epigastric distension and pain with vomiting and acid regurgitation diarrhea occurring before dawn daily hypertension external use for ulcers in the mouth,1 its volatile oil containing evoden inhibits the abnormal fermentation in the intestine2 evodin evodiamine and rutaecarpine are active components for analgesic3 oral administration or injection can lower blood pressure in normal animals or those with renal hypertension,not specified
h00874,sepiella maindronide rochebrune,cuttlefish bone cuttlebone,wu zei gu,,minor warm salty,treatment of 1 hemorrhage cuttlefish bone wuzeigu is used with rubia root qiancao carbonized petiole of windmill palm zonglutan and donkey hide gelatin ejiao cuttlefish bone wuzeigu can be used alone for bleeding due to external injuries 2 deficiency of the kidneys manifested as seminal emissions or leukorrhea cuttlefish bone wuzeigu is used with dogwood fruit shanzhuyu dioscorea shanyao dadder seed tusizi and oyster shell muli 3 stomach pain and acid regurgitation cuttlefish bone wuzeigu is used with tendrilled fritillary bulb chuanbeimu in the formula wu bei san 4 eczema or chronic ulcers cuttlefish bone wuzeigu is used with phellodendron bark huangbai and natural indigo qingdai for external use in powder form,treatment of 1 hemorrhage cuttlefish bone wuzeigu is used with rubia root qiancao carbonized petiole of windmill palm zonglutan and donkey hide gelatin ejiao cuttlefish bone wuzeigu can be used alone for bleeding due to external injuries 2,astriction
h00875,not specified,evodia rutaecarpajussbenth,wu zhu ye gen,,not specified,not specified,not specified,not specified
h00876,fructus evodiae,medicil evodia fruit,wu zhu yu,,pungent  bitter  hot,1 to dispel cold and stop pain 2 to pacify the liver and direct rebellious qi downward 3 to stop vomiting,dysentery cold pain in stomach duct and abdomen reverting yin headache mounting qi  dysmenorrhea beriberi with edema hyperchlorhydria colddamp diarrhea,warming interior drugs
h00877,not specified,folium evodiae rutaecarpae,wu zhu yu ye,,not specified,not specified,not specified,not specified
h00878,lysimachia capillipes,hairydtalk loosestrife,xi geng xiang cao,,not specified,to dispel wind and eliminate damp move qi and relieve pain regulate menstruation resolve toxin,common cold with cough winddamp impediment pain distending pain in stomach duct and abdomen menstrual disorder clove sore snake bite,not specified
h00880,cacumen tamaricis,chinese tamarisk twig,xi he liu,,mild pungent sweet,to induce diaphoresis and dispel wind and to promote eruption,1 bacteriostatic2 antipyretic,pungentwarm exteriorreleasing medicinal
h00881,stigma croci,saffron,xi hong hua,,mild sweet,to activate blood circulation and eliminate blood stasis to remove heat from blood and counteract toxicity and to calm the nerves,treatment of amenrrhea with abdominal mass formation blood stasis after childbirth eruptions in infectious diseases emotional dejection mania,blood activating stasis removing drugs
h00882,rabdosia serra,serrate rabdosia equivalent plant isodon lophanthoides,xi huang cao,,not specified,to clear heat and resolve toxin disinhibit damp and abate jaundice dissipate stasis and disperse swelling,dampheat jaundice cholecystitis diarrhea dysentery swelling of sores painful wound from knocks and falls,not specified
h00883,rhinoceros sumatrensis,rhinoceros horn,xi jiao,,cold sour bitter salty,to cool blood clear heat resolve toxin settle fright,blood ejection spontaneous external bleeding acute febrile diseases epidemic febrile diseases,heat clearence
h00884,cinnamomum zeylanicum,ceylon cinnamon,xi lan rou gui,,not specified,not specified,not specified,not specified
h00885,rhodiola himalansis,himalaya rhodiola,xi ma hong jing tian,,not specified,not specified,not specified,not specified
h00886,camptotheca acuminata,common camptotheac,xi shu,,not specified,to clear heat and resolve toxin dissipate binds and disperse concretion anticancer,acute leukemia chronic leukemia psoriasis swollen liver and spleen due to bilharziosis carcinoma of esophagus carcinoma of cardia carcinoma of intestine carcinoma of liver carcinoma of stomach swelling of sores,antitumor
h00887,isodon shikokiana var occidentalis,westshiko rabdosia,xi si guo xiang cha cai,,not specified,not specified,not specified,not specified
h00888,siegesbeckia orientalis,common st paulswort equivalent plant siegesbeckia orientalis var pubescens siegesbeckia orientalis var glabrescens,xi xian,,cold bitter,to dispel winddamp free channels and network vessels clear heat and resolve toxin,winddamp impediment pain lassitude in lumbus and knees hemiplegia hypertension malaria jaundice swelling toxin of welling abscess and sore wind papules damp sore animal and insect bites,for dispelling winddampness
h00889,herba asari,allgrass manchurian wildginger,xi xin,,warm pungent,to dispel windcold to relieve nasal obstruction to alleviate pain and to remove retained fluid,windcold common cold influenza headache toothache local anesthesia nasal congestion deepsource nasal congestion winddamp impediment pain phlegmrheum cough asthma,pungentwarm exteriorreleasing medicinal
h00890,radix pacis quinquefolii,american ginseng,xi yang shen,,cold sweet slightly bitter,1 to replenish qi and promote body fluids 2 to nourish yin and clear heat,qi vacuity yin depletion and effulgent fire cough and asthma with phlegmblood vacuity heat and vexation fatigue diabetes mellitus due to internal heat thirst with dry throat,qi reinforcing drugs
h00891,picrorhiza scrophulariiflora,figwortflower picrorhiza,xi zang hu huang lian,,not specified,see picrorhiza kurrooa ,see picrorhiza kurrooa,not specified
h00892,ephedra intermedia var tibetica,tibet intermediate ephedra,xi zang zhong ma huang,,not specified,not specified,not specified,not specified
h00893,lonicera similis,shortbraet honeysuckle,xi zhan mao ren dong,,not specified,see lonicera japonica,see lonicera japonica,not specified
h00894,ephedra regeliana,regel ephedra,xi zi ma huang,,not specified,not specified,not specified,not specified
h00895,isodon lophanthoides var gerardiana,gerard linearstripe rabdosia,xia ji xian wen xiang cha cai,,not specified,not specified,not specified,not specified
h00896,spica prunellae,fruit spike of common selfheal,xia ku cao,,cold pungent bitter,to quench fire of the liver and counteract inflammation of the eye and to reduce modulation and induce subsidence of swelling,red eyes with gall eyeball night pain headache and dizziness scrofula goiter and tuberculosis mammary welling abscess thyroid enlargement scrofula hyperplasia of mammary glands hypertension,fire purging drugs
h00900,rhodiola kirilowii,kirilow rhodiola,xia ye hong jing tian,,not specified,to nourish heart and quiet spirit quicken blood and transform stasis stanch bleeding clear heat and resolve toxin,qi vacuity and general weakness shortness of breath and hypodynamia palpitation and insomnia dizziness chest oppression and pain knocks and falls menstrual disorder flooding and spotting blood ejection dysentery diarrhea,not specified
h00903,typha angustifolia,narrowleaf cattail pollen,xia ye xiang pu,,not specified,see typha angustata ,see typha angustata ,not specified
h00904,ampelopsis grossedentata,bigdentate ampelopsis,xian chi she pu tao,,not specified,to clear heat and resolve toxin disinhibit damp and disperse swelling,common cold with fever swelling pain in throat icterohepatitis red eyes with gall swollen sore of welling abscess and boil,not specified
h00905,herba agrimoniae,all  grss of hairyvein agrimonia,xian he cao,,mild bitter punkery,to arrest bleeding to stop malarial attacks to relieve dysentery and to counteract toxicity,hemoptysis blood ejection flooding and spotting malaria blood dysentery swelling toxin of wellingabscess and sore pudendal itch vaginal discharge,astringent hemostatic medicinal
h00906,berberis diaphana,reddrop barberry,xian huang xiao bo,,not specified,to clear damp heat resolve heat toxin,dampheat dysentery jaundice vaginal discharge heat toxin swollen welling abscess,not specified
h00907,rabdosia nervosa,veined rabdosia,xian mai xiang cha cai,,not specified,to disinhibit damp and harmonize stomach resolve toxin and close sores,acute hepatitis indigestion pemphigus eczema itchy skin burns and scalds poisonous snake bites,not specified
h00908,rhizoma curculiginis,rhizome of common curculigo,xian mao,,hot pungent,to reinforce the kidney yang to strengthen the tendons and bonesand to dispel colddamp,impotence seminal cool limp wilting sinew and bone cold impediment in lumbus and knees yang vacuity cold diarrhea,yang reinforcing drugs
h00909,opuntia dillenii,cholla equivalent plant opuntia vulgaris,xian ren zhang,,not specified,to move qi and quicken blood cool blood and stanch bleeding resolve toxin and disperse swelling,stomachache lump glomus dysentery throat pain lung heat cough tuberculosis and hemoptysis blood ejection bleeding from hemorrhoids sores clove boil mammary welling abscess epidemic parotitis skin lichen snake or insect bites scalds frostbite,not specified
h00910,rhizoma cyperi,rhizome of nutgrass galingale,xiang fu,,mild pungent slightly sweet slightly bitter,1 to promote the free flow of qi in the liver 2 to regulate menstruation and stop pain,womens diseases menstrual disorder amenorrhea and dysmenorrhea liver depression and qi pain distending pain in chest and ribside distending pain in stomach duct indigestion glomus and oppression in chest and stomach duct cold mounting with abdominal pain painful swollen breast,qi regulating drugs
h00912,herba elsholtziae,allgrass of haichow elsholtzia,xiang ru,,minor warm pungent,1 to promote diaphoresis and release the exterior 2 to resolve dampness and harmonize the spleen and stomach 3 to promote water metabolism and release edema,fever aversion of cold headache absence of sweating abdominal pain vomiting and diarrhea edema and inhibited urination beriberi,pungentwarm exteriorreleasing medicinal
h00913,abrus precatorius,abrus precatorius l,xiang si zi,,not specified,not specified,vomiting welling abscess parotitis scab and lichen winddamp bone pain,antipyretic detoxicate drugs
h00914,berberis amurensis,amur barberry,xiao bo,,not specified,to clear heat and dry damp resolve toxin,enteritis dysentery chronic cholecystitis acute hepatitis chronic hepatitis bacillary dysentery infection of upper respiratory tract urinary tract infection leukopenic complications of carcinoma innominate toxin swelling erysipelas eczema red eyes mouth sore,not specified
h00915,herba plantaginis minutae,allgrass of little plantain,xiao che qian,,cold sweet,not specified,not specified,not specified
h00916,radix glycyrrhizae,root of ural licorice,xiao gan cao,,mild sweet,treatment of weakness of the spleen and the stomach marked by lassitude and weakness cardiac palpitation and shortness of breath cough with much phlegm  spasmodic pain in the epigastrium abdomen and limbs carbuncles and sores it is often used for reducing the toxic or drastic actions of other drugsradix glycyrrhizae processed with honey weakness of the spleen and the stomach with lassitude and lack of strength arrhythmia,1 its decoction can inhibit intestinal smooth muscles of rabbins in vitro but glycyrrhizin and glycyrrhetinic acid have no this effect2 possessing an adrenocorticomimetic effect3 its extract and glycyrrhizin exerts a detoxifying effect4 antitussive and antiasthmatic 5 glycyrrhizin has antiinflammatory effect similar to hydrocortisone,for tonifying weakness
h00917,coffea arabica,arabian coffeetree equivalent plant coffea liberica,xiao guo ka fei,,not specified,to arouse spirit disinhibit urine fortify stomach,fatigued spirit inappetence,not specified
h00919,herba cirsii,field thistle herb,xiao ji,,cool sweet bitter,to arrest bleeding by reducing heat in blood and to remove blood stasis and induce the subsidence of swelling,coughing of blood blood ejection spontaneous external bleeding hematuria blood strangury hematochezia blood dysentery flooding and spotting bleeding due to external injury swelling toxin of welling abscess and flat abscess,bloodcooling hemostatic medicinal
h00921,piptanthus nanus,small piptanthus,xiao sha dong qing,,not specified,see ammopiptanthus mongolicus,see ammopiptanthus mongolicus,not specified
h00922,medulla stachyuri medulla helwingiae,stachyurus or japanese helwingia pith,xiao tong cao,,not specified,to remove heat to cause diuresis and to promote lactation,treatment of oliguria urinary infection galactostasis,diuretic dampness excreting drugs
h00923,bupleurum smithii var parvifolium,smallleaf black thorowax,xiao ye hei chai hu,,not specified,see bupleurum chinense,see bupleurum chinense,not specified
h00924,murraya paniculata var exotica,littleleaf common jasminorange,xiao ye jiu li xiang,,not specified,see murraya paniculata,see murraya paniculata,not specified
h00925,gnetum parvifolium,smallleaf jointfir,xiao ye mai ma teng,,not specified,to dispel wind and eliminate damp stanch bleeding and dissipate stasis relieve cough and transform phlegm,winddamp impediment pain lumbago cranes knee wind knocks and falls ulcerative bleeding chronic trachitis,not specified
h00926,bulbus allii macrostemi,bulb of longstamen onion,xie bai,,warm pungent bitter,to remove the retained phlegm from the chest promote the flow of qi and relieve its stagnation,chest impediment phlegmrheum cough asthma diarrhea and tenesmus,qi regulating drugs
h00927,valeriana officinalis,common valeriana equivalent plant valeriana officinalis var latifolia valeriana amurensis,xie cao,,not specified,to quiet heart and spirit dispel winddamp move qi blood relieve pain,disquieted heart spirit palpitation and insomnia mania and withdrawal visceral agitation winddamp impediment pain distending pain in stomach duct dysmenorrhea amenorrhea knocks and falls,not specified
h00928,semen sojae,fresh soybean,xin chi,,cold pungent sweet slightly bitter,treatment of chills fever and headache in colds and influenza vexation oppressed feeling in the chest and insomnia,treatment of chills fever and headache in colds and influenza vexation oppressed feeling in the chest and insomnia,for relieving exterior syndrome
h00929,bupleurum sibiricum,siberia thorowax,xing an chai hu,,not specified,see bupleurum chinense,see bupleurum chinense,not specified
h00930,cimicifuga dahurica,dahurian bugbane,xing an sheng ma,,not specified,see cimicifuga foetida ,see cimicifuga foetida,not specified
h00931,selenarctos thibetanus,bear gall,xiong dan,,cold bitter,to clear heat and resolve toxin calm liver and brighten eyes stanch bleeding and kill worms,fright wind epilepsy convulsion due to liver heat and liver wind swollen pain in red eyes due to liver heat aversion to light eye screen swelling pain of welling abscess and sore swelling pain from hemorrhoids,heat clearence
h00932,salvia staminea,staminate sage,xiong rui zhuang shu wei cao,,not specified,not specified,not specified,not specified
h00933,radix dipsaci,himalayan teasel root,xu duan,,minor warm pungent sweet bitter,for tonifying yang,see dipsacus asperoides,yang reinforcing drugs
h00934,not specified,hemerocallis radix,xuan cao gen,,not specified,not specified,edema jaundice stranguryturbidity vaginal discharge spontaneous external bleeding hematochezia flooding and spotting scrofula mammary welling abscess galactostasis,diuretic dampness excreting drugs
h00935,flos inulae,inula flower,xuan fu hua,,minor warm pungent bitter salty,to relieve cough eliminate phlegm promote diuresis and arrest vomiting,1 its alcoholic extract is a diuretic in experimental rabbits2 the decoction inhibits the growth staphylococcus aureus and pneumococcus in vitro,phlegresolving medicine
h00936,caulis rubi corchorfolii,root of juteleaf raspberry,xuan gou jing,,mild sweet sour,not specified,not specified,not specified
h00937,radix scrophulariae,figwort root,xuan shen,,cold sweet bitter salty,to reduce heat from blood to nourish yin to quench fire and to counteract toxicity,heat entering constructionblood generalized fever vexation and thirst crimson tongue macular eruption steaming bone taxation cough vacuity vexation and insomnia fluid damage and constipation dry eyes with clouded flowery vision swelling pain in throat scrofula with phlegm node sore toxin of welling abscess and flat abscess,heat clearing blood cooling drugs
h00938,aconitum nagarum var lasiandrum,haoryanther paoshan monkshood,xuan wei wu tou,,not specified,see aconitum brachypodum,see aconitum brachypodum,not specified
h00939,saussurea involucrata,snow lotus,xue lian,,not specified,to warm kidney and invigorate yang  dispel wind and overcome damp quicken blood and free menstruation,impotence weakness in lumbus and knees winddamp impediment pain menstrual disorder amenorrhea uterus cold and abdominal pain cold rheum cough,not specified
h00940,fructus bruceae,java brucea fruit,ya dan zi,,not specified,to remove toxic heat to stop malarial attacks to relieve dysentery and to cauterize vegetations,malaria amebic dysentery dysentery with pus and blood tenesmus corn and common wart,antipyretic detoxicate drugs
h00941,cryptotaenia japonica,japanese cryptotaenia,ya er qin,,not specified,to resolve toxin and eliminate inflammation quicken blood and disperse swelling,pneumonia pulmonary welling abscess strangury mounting qi windfire toothache welling abscess and clove sore zoster itchy skin,not specified
h00942,artemisia lactiflora,ghostplant wormwood,ya jiao ai,,not specified,to quicken blood and dissipate stasis rectify qi and transform damp,dysmenorrhea amenorrhea postpartum stasis stagnation abdominal pain chronic hepatitis liver spleen enlargement food accumulation abdominal distention colddamp diarrhea mounting qi  beriberi knocks and falls burns and scalds,not specified
h00943,semen lini,linseed,ya ma zi,,not specified,to cause lubrication and to dispel wind,leprosy dry cracked skin itchy skin hair loss sores eczema intestinal dry and constipation,laxatives
h00944,herba commelie,allgrass of common dayflower,ya zhi cao,,not specified,1 clear away heat and toxic materials 2 clear away heat and promote diuresis,common cold windheat common cold influenza noninfectious fever ardent fever incessant ascites edema hordeolum swelling pain in throat scant urine with edema heat strangury with inhibited pain swollen welling abscess and toxin of clove,fire purging drugs
h00945,nicotiana tabacum,common tobacco,yan cao,,not specified,to move qi and relieve pain resolve toxin and kill worms,food stagnation qi bind pain welling abscess and flat abscess clove sore scab and lichen snake bite dog bite,not specified
h00946,rhizoma corydalis,corydalis tuber,yan hu suo,,warm pungent bitter,1 to invigorate blood and promote qi circulation 2 to stop pain,chest and ribside pain pain in stomach duct and abdomen neuralgia gastrointestinal spasm amenorrhea and dysmenorrhea postpartum stasis stagnation abdominal pain painful swelling from knocks and falls,qi regulating drugs
h00948,not specified,buddleia officinalis maxim,yang er duo ye,,not specified,not specified,not specified,not specified
h00949,flos daturae,datura flower,yang jin hua,,pungent  warm,to relieve asthma and cough to alleviate pain and to arrest spasm,cough and asthma without phlegm cold pain in heart and datura stramonium ,antitussive antiasthmetics
h00951,myrica rubra,chinese waxmyrtle bark,yang mei shu pi,,not specified,to rectify qi and dissipate stasis eliminate damp relieve pain,dysentery knocks and falls eye screen toothache burns and scalds malign scab and lai sore,not specified
h00952,syzygium samarangense,samalanga syzygium,yang pu tao ye,,not specified,to drain fire and resolve toxin dry damp and resolve toxin,mough and tongue sores goosemouth sore damperosion of sores pudendal itch,not specified
h00953,achillea millefolium,common yarrow,yang shi cao,,not specified,to dispel wind quicken blood relieve pain resolve toxin,winddamp impediment pain knocks and falls amenorrhea due to blood stasis swelling toxin of welling abscess and sore bleeding from hemorrhoids,not specified
h00955,taraxacum officinale,officinal dandelion,yao yong pu gong ying,,not specified,not specified,not specified,not specified
h00957,chrysanthemum indicum,indian wild chrysanthemum equivalent plant chrysanthemum lavandulifolium chrysanthemum boreale,ye ju,,not specified,to clear heat and resolve toxin,common cold trachitis hepatitis hypertension dysentery swollen welling abscess clove sore red eyes and distending pain scrofula eczema,not specified
h00958,flos chrysanthemi indici,wild chrysanthemum flower,ye ju hua,,minor cold pungent bitter,to remove toxic heat,hypertension headache and dizziness insomnia common cold influenza meningitis swollen welling abscess and clove sores red eyes with gall,antipyretic detoxicate drugs
h00959,crataegus cuneata,nippon hawthorn equivalent plant crataegus sanguinea crataegus kansuensis crataegus maximowiczii crataegus scabrifolia,ye shan zha,,not specified,to fortify spleen and disperse food quicken blood and transform stasis,food stagnation meattype food accumulation distending pain in stomach duct postpartum blood stasis abdominal pain lacquer sore frostbite,not specified
h00960,phyllanthus urinaria,common leafflower,ye xia zhu,,not specified,to clear heat and calm liver disinhibit water and resolve toxin,cough enteritis dysentery infective hepatitis nephritis with edema urinary tract infection child gan accumulation acute conjunctivitis nephelium mouth sore head sore innominate toxin swelling,not specified
h00963,evodia baberi,not specified,yi hua wu zhu yu,,not specified,not specified,not specified,not specified
h00964,coix lacrymajobi,adlay,yi mi,,not specified,not specified,not specified,not specified
h00965,leonurus japonicus,motherwort herba leonuri,yi mu cao,,minor cold pungent bitter,1 to promote blood circulation to remove blood stasis regulate menstruation and relieve metrorrhagia 2 to promote diuresis and relieve edema 3 to clear heat and toxic materials 4 lower blood pressure,menstrual disorder dysmenorrhea amenorrhea postpartum bleeding persistent flow of lochia edema scant urine with edema acute nephritis with edema,blood activating stasis removing drugs
