fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d00707,clevidipine,not specified,not specified,h00444,nerium indicum,herb,rutin,not specified,not specified,negative,the intakes of flavonoidrich foods and beverages should be lessened under the treatment of cleviprex to avoid fooddrug interactions
d00116,diclofenac,10 mgkg,oral,h00444,nerium indicum,herb,rutin,20 mgkg,not specified,possible,rutin is found to be an inhibitor for bcrp transporters and can act as an oral bioavailability enhancer for a drug like diclofenac
d00894,cyclosporine,125 mgkg,oral,h00444,nerium indicum,herb,rutin,110 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00542,paclitaxel,40 mgkg,oral,h00444,nerium indicum,herb,rutin,10 20 40 mgkg,administration after 14 days of pretreatment,possible,the absorption of paclitaxel was increased in the presence of apigenin rutin and verapamil a typical pglycoprotein and cyp3a4 inhibitor if these results are confirmed in humans in a clinical setting the paclitaxel dose should be adjusted when it is given concomitantly with apigenin and rutin
d00534,tramadol,9 mgkg,oral,h00445,arnebia guttata,herb,shikonin,10 20mgkg,not specified,possible,the results of this study suggest that shikonin can inhibit tramadol metabolism both in vitro and in vivo
d00998,ambrisentan,25 mgkg,oral,h00445,arnebia guttata,herb,shikonin,20 mgkg,not specified,possible,the results revealed that shikonin has a potential inhibitory effect on the metabolism of ambrisentan
d00829,tamoxifen,10 mgkg,oral,h00446,cassia acutifolia,herb,kaempferol,10 mgkg,not specified,possible,the enhanced bioavailability of oral tamoxifen by oral kaempferol could have been due to an inhibition of cyp3a and pgp by kaempferol the presence of kaempferol did not alter the pharmacokinetic parameters of a metabolite of tamoxifen 4hydroxytamoxifen this could have been because the contribution of cyp3a to the formation of 4hydroxytamoxifen is not considerable in rats
d00543,etoposide,6 mgkg,oral,h00446,cassia acutifolia,herb,kaempferol,4 12 mgkg,not specified,possible,the enhanced bioavailability of oral etoposide by kaempferol could have been due to an inhibition of cytochrom p450 cyp 3a and pglycoprotein pgp in the intestinal or decreased total body clearance in the liver by kaempferol the dosage regimen of etoposide should be taken into consideration for potential drug interaction when combined with kaempferol or dietary supplements containing kaempferol in patients
d00259,nifedipine,10 mgkg,oral,h00446,cassia acutifolia,herb,kaempferol,04 20 100 mgkg,not specified,possible,improvement of bioavailability of nifedipine by kaempferol may be mainly because of the inhibition of the pgpmediated efflux transporter in the small intestine and cyp3a4mediated metabolism in the small intestine or liver or both
d00259,nifedipine,25 mgkg,injection,h00446,cassia acutifolia,herb,kaempferol,04 20 100 mgkg,not specified,possible,improvement of bioavailability of nifedipine by kaempferol may be mainly because of the inhibition of the pgpmediated efflux transporter in the small intestine and cyp3a4mediated metabolism in the small intestine or liver or both
d01040,selexipag,2 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,2 mgkgd,administration after 7 days of pretreatment,possible,the study indicated that quercetin could inhibit the metabolism of selexipag and act333679 when coadministration therefore the clinical dose of selexipag should be used with caution when coadministered with foods high in quercetin
d00090,chlorzoxazone,250 mg,oral,h00447,epimedium sagittatum,herb,quercetin,1000 mg,administration after 10 days of pretreatment,positive,the results suggest that altered pharmacokinetics of chz might be attributed to quercetinmediated inhibition of cyp2e1 enzyme further the inhibition of cyp2e1 by quercetin may represent a novel therapeutic approach for minimizing the ethanolinduced cyp2e1 enzyme activity and results in reduced hepatotoxicity of ethanol
d00245,midazolam,75 mg,tablet,h00447,epimedium sagittatum,herb,quercetin,500 mg,500 mg quercetin once a day for 13 consecutive days,negative,quercetin significantly induced cyp3a activity to substrate midazolam and the induction was partly related to the cyp3a5 genotype being more prominent in cyp3a511 and cyp3a513 individuals
d00551,diltiazem,15 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,2 10 20 mgkg,not specified,possible,the bioavailibility of diltiazem in the rabbits pretreated with quercetin is increased significantly compared with the control but not in the rabbits coadministered with quercetin the increased bioavailability of diltiazem in the rabbits pretreated with quercetin might have been resulted result from the quercetin which inhibits the efflux pump pglycoprotein and the firstpass metabolizing enzyme cyp3a4
d00070,verapamil,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,15 mgkg,not specified,possible,in conclusion pretreatment of quercetin significantly enhanced the oral exposure of verapamil this suggested that concomitant use of quercetin or a quercetincontaining dietary supplement with verapamil requires close monitoring for potential drug interaction
d00213,losartan,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,these results indicated that the herbdrug interaction between quercetin and losartan might occur when they are coadministered in rats quercetin could increase the systemic exposure of losartan and decrease the plasma concentration of exp3174 possibly by inhibiting the activity of pgp or cyp450 enzyme
d00010,melatonin,5 mgkg,not specified,h00447,epimedium sagittatum,herb,quercetin,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d01198,tucatinib,30 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,25 50 100 mgkg,not specified,possible,100 mgkg quercetin exhibited a more substantial inhibition on tucatinib metabolism than 50 mgkg quercetin therefore the concurrent use of tucatinib with high dose of quercetin should be treated with extreme caution if their combined use is unavoidable our data suggested dose reduction or interruption of tucatinib should be taken
d01217,warfarin,05 mgkg,not specified,h00447,epimedium sagittatum,herb,quercetin,1275 mgkg,once a day keep 5 days,possible,the current investigation confirmed serious drug herb interactions between warfarin and pomegranate peelthey can enhanced the anticoagulant activity of warfarin
d00299,pioglitazone,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00299,pioglitazone,5 mgkg,injection,h00447,epimedium sagittatum,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00543,etoposide,9 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,1 5 15 mgkg,not specified,possible,the enhanced oral bioavailability of etoposide by quercetin could mainly be due to inhibition of pgpmediated efflux and cyp3acatalyzed metabolism in the intestine by quercetin the dosage regimen of etoposide in cancer therapy should take drug interaction into consideration when etoposide is administered with quercetin or dietary supplements containing quercetin
d00894,cyclosporine,125 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,50 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00531,doxorubicin,50 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,3 15 mgkg,not specified,possible,these results suggest that the quercetininduced increase in bioavailability of oral doxorubicin can be attributed to enhanced doxorubicin absorption in the gastrointestinal tract via quercetininduced inhibition of pgp and reduced firstpass metabolism of doxorubicin due to quercetininduced inhibition of cyp3a in the small intestine andor in the liver rather than reduced renal andor hepatic elimination of doxorubicin
d00894,cyclosporine,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,100 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,25 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,50 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d01217,warfarin,not specified,oral,h00447,epimedium sagittatum,herb,quercetin,not specified,administration after 14 days of pretreatment,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d01217,warfarin,not specified,oral,h00447,epimedium sagittatum,herb,quercetin,not specified,coadministered 14 days,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d00894,cyclosporine,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,50 mgkg,not specified,possible,it is suggested that concurrent use of quercetin or quercetincontaining dietary supplement or herbs with cyclosporin or other medications whose absorption and metabolism are mediated by pgp andor cyp3a4 should require close monitoring
d00601,valsartan,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,10 mgkg,not specified,possible,quercetin is a pgp inhibitor and may be an inhibitor of cyp3a4 the simultaneous administration of quercetin significantly increases the intestinal absorption and decreases the efflux of valsartan the observed effect may be beneficial to develop oral valsartan dosage forms using safe pgp inhibitor quercetin to improve its oral bioavailability
d00583,ranolazine,14 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,20 mgkg,single dose study,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00583,ranolazine,14 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00329,quetiapine,1 mgkg,injection,h00447,epimedium sagittatum,herb,quercetin,10 mgkgd,administration after 7 days of pretreatment,possible,the current set of studies indicated that serious herbdrug interaction between qcn and qte might occur when they are coadministered caution is advised for concomitant use of qcn rich dietary supplements with qte
d00542,paclitaxel,40 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,2 10 20 mgkg,not specified,possible,quercetin has a significant impact on the bioavailability of oral paclitaxel in rats
d00829,tamoxifen,10 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,75 mgkg,not specified,possible,the enhanced bioavailability of tamoxifen as a result of its coadministration with quercetin might be due to the effect of quercetin promoting the intestinal absorption and reducing the firstpass metabolism of tamoxifen if the results are further confirmed in the clinical trials the tamoxifen dosage should be adjusted when tamoxifen is administered with quercetin or quercetincontaining dietary supplements in order to avoid potential drug interactions
d00597,atorvastatin,20 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,10 mgkg,single dose study and multiple dose study,no effect,quercetin does not alter the oral bioavailability of atorvastatin calcium in rats
d00597,atorvastatin,20 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,10 mgkg,single dose study and multiple dose study,no effect,quercetin does not alter the oral bioavailability of atorvastatin calcium in rats
d00641,dapoxetine,10 mgkg,oral,h00447,epimedium,herb,not specified,2 gkg,administration after 3 days of pretreatment,no effect,the pharmacokinetic results demonstrated that pretreated withwithout epimedium extract for three consecutive days did not significant alter the pharmacokinetics of dapoxetine in rats
d01046,vortioxetine,2 mgkg,oral,h00447,epimedium sagittatum,herb,quercetin,30 mgkg,not specified,possible,quercetin and apigenin exhibited inhibitory effects on the metabolism of vortioxetine in vivo and in vitro moreover quercetin and apigenin noncompetitively inhibited the metabolism of vor in rlms thus we should pay more attention to the combination between these dietary flavonoids and vor in the future clinical use
d01334,sildenafil,10 30 mgkg,injection,h00447,epimedium sagittatum,herb,not specified,1 2 gkgday,administration after 3 days of pretreatment,possible,in conclusion the study demonstrates that there was significant herbdrug interaction of epimedium sagittatum extract on the pharmacokinetics of sildenafil at low and high daily doses suggesting coadministration use of epimedium sagittatum extract and sildenafil in clinical practice should be prevented due to possible herbdrug interactions
d00420,levodopa,5 mgkg with 125 mgkg carbidopa,oral,h00448,perilla frutescens var acuta,herb,caffeic acid,25 5 10 mgkg,not specified,possible,caffeic acid at a dose of 10 mg kg1 can significantly affect the comt metabolic pathway of ldopa
d00010,melatonin,5 mgkg,not specified,h00448,coffee,herb,caffeic acid,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d00291,phenacetin,20 mgkg,oral,h00448,perilla frutescens var acuta,herb,scutellarin,15 mgkg,not specified,possible,cyp1a2 is inhibited directly but weakly by scutellarin in vivo and provide useful information on the safe and effective use of scutellarin in clinical practice
d00291,phenacetin,20 mgkg,oral,h00448,perilla frutescens var acuta,herb,scutellarin,30 mgkg,not specified,possible,cyp1a2 is inhibited directly but weakly by scutellarin in vivo and provide useful information on the safe and effective use of scutellarin in clinical practice
d00291,phenacetin,20 mgkg,oral,h00448,perilla frutescens var acuta,herb,scutellarin,5 mgkg,not specified,possible,cyp1a2 is inhibited directly but weakly by scutellarin in vivo and provide useful information on the safe and effective use of scutellarin in clinical practice
d00589,clopidogrel,68 mgkg,oral,h00448,perilla frutescens var acuta,herb,scutellarin,118 mgkg,not specified,possible,potential herbdrug interaction between scutellarin and clopidogrel should be taken into consideration in clinical use
d00940,bedaquiline,not specified,not specified,h00449,cortex zingiberis,herb,6gingerol,not specified,not specified,possible,biphasic interactions that hinder pgpdelayed gastric emptying or oral exposure to enhanced drugs
d00531,doxorubicin,17 m,not specified,h00450,lignum dalbergiae odoriferae rosewood,herb,luteolin,10 m,not specified,possible,low concentration of luteolin attenuates doxorubicininduced cytotoxicity to mcf7 cells through a combination of antioxidant activity and an increase in levels of bcl2 protein
d00245,midazolam,75 mg,oral,h00450,lignum dalbergiae odoriferae rosewood,herb,genistein,1000 mg,administration after 14 days of pretreatment,possible,administration of genistein can result in a modest induction of cyp3a and possibly pgp activity in healthy volunteers
d00630,talinolol,100 mg,oral,h00450,lignum dalbergiae odoriferae rosewood,herb,genistein,1000 mg,administration after 14 days of pretreatment,possible,administration of genistein can result in a modest induction of cyp3a and possibly pgp activity in healthy volunteers
d00542,paclitaxel,30 mgkg,oral,h00450,lignum dalbergiae odoriferae rosewood,herb,genistein,33 10 mgkg,not specified,possible,the presence of genistein improved the systemic exposure of paclitaxel in this study the pharmacokinetic interaction between them should be taken into consideration when paclitaxel is used with genistein or the dietary supplements full of genistein
d00542,paclitaxel,3 mgkg,injection,h00450,lignum dalbergiae odoriferae rosewood,herb,genistein,33 10 mgkg,not specified,possible,the presence of genistein improved the systemic exposure of paclitaxel in this study the pharmacokinetic interaction between them should be taken into consideration when paclitaxel is used with genistein or the dietary supplements full of genistein
d00940,bedaquiline,not specified,not specified,h00451,caulis et folium zingiberis officinali,herb,6gingerol,not specified,not specified,possible,biphasic interactions that hinder pgpdelayed gastric emptying or oral exposure to enhanced drugs
d01040,selexipag,2 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,2 mgkgd,administration after 7 days of pretreatment,possible,the study indicated that quercetin could inhibit the metabolism of selexipag and act333679 when coadministration therefore the clinical dose of selexipag should be used with caution when coadministered with foods high in quercetin
d00090,chlorzoxazone,250 mg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,1000 mg,administration after 10 days of pretreatment,positive,the results suggest that altered pharmacokinetics of chz might be attributed to quercetinmediated inhibition of cyp2e1 enzyme further the inhibition of cyp2e1 by quercetin may represent a novel therapeutic approach for minimizing the ethanolinduced cyp2e1 enzyme activity and results in reduced hepatotoxicity of ethanol
d00245,midazolam,75 mg,tablet,h00452,gynostemmae pentaphylli herba,herb,quercetin,500 mg,500 mg quercetin once a day for 13 consecutive days,negative,quercetin significantly induced cyp3a activity to substrate midazolam and the induction was partly related to the cyp3a5 genotype being more prominent in cyp3a511 and cyp3a513 individuals
d00707,clevidipine,not specified,not specified,h00452,gynostemmae pentaphylli herba,herb,rutin,not specified,not specified,negative,the intakes of flavonoidrich foods and beverages should be lessened under the treatment of cleviprex to avoid fooddrug interactions
d00551,diltiazem,15 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,2 10 20 mgkg,not specified,possible,the bioavailibility of diltiazem in the rabbits pretreated with quercetin is increased significantly compared with the control but not in the rabbits coadministered with quercetin the increased bioavailability of diltiazem in the rabbits pretreated with quercetin might have been resulted result from the quercetin which inhibits the efflux pump pglycoprotein and the firstpass metabolizing enzyme cyp3a4
d00070,verapamil,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,15 mgkg,not specified,possible,in conclusion pretreatment of quercetin significantly enhanced the oral exposure of verapamil this suggested that concomitant use of quercetin or a quercetincontaining dietary supplement with verapamil requires close monitoring for potential drug interaction
d00116,diclofenac,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,rutin,20 mgkg,not specified,possible,rutin is found to be an inhibitor for bcrp transporters and can act as an oral bioavailability enhancer for a drug like diclofenac
d00213,losartan,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,these results indicated that the herbdrug interaction between quercetin and losartan might occur when they are coadministered in rats quercetin could increase the systemic exposure of losartan and decrease the plasma concentration of exp3174 possibly by inhibiting the activity of pgp or cyp450 enzyme
d00010,melatonin,5 mgkg,not specified,h00452,gynostemmae pentaphylli herba,herb,quercetin,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d01198,tucatinib,30 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,25 50 100 mgkg,not specified,possible,100 mgkg quercetin exhibited a more substantial inhibition on tucatinib metabolism than 50 mgkg quercetin therefore the concurrent use of tucatinib with high dose of quercetin should be treated with extreme caution if their combined use is unavoidable our data suggested dose reduction or interruption of tucatinib should be taken
d01217,warfarin,05 mgkg,not specified,h00452,gynostemmae pentaphylli herba,herb,quercetin,1275 mgkg,once a day keep 5 days,possible,the current investigation confirmed serious drug herb interactions between warfarin and pomegranate peelthey can enhanced the anticoagulant activity of warfarin
d00299,pioglitazone,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00299,pioglitazone,5 mgkg,injection,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00543,etoposide,9 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,1 5 15 mgkg,not specified,possible,the enhanced oral bioavailability of etoposide by quercetin could mainly be due to inhibition of pgpmediated efflux and cyp3acatalyzed metabolism in the intestine by quercetin the dosage regimen of etoposide in cancer therapy should take drug interaction into consideration when etoposide is administered with quercetin or dietary supplements containing quercetin
d00894,cyclosporine,125 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,rutin,110 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00894,cyclosporine,125 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,50 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00531,doxorubicin,50 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,3 15 mgkg,not specified,possible,these results suggest that the quercetininduced increase in bioavailability of oral doxorubicin can be attributed to enhanced doxorubicin absorption in the gastrointestinal tract via quercetininduced inhibition of pgp and reduced firstpass metabolism of doxorubicin due to quercetininduced inhibition of cyp3a in the small intestine andor in the liver rather than reduced renal andor hepatic elimination of doxorubicin
d00894,cyclosporine,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,100 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,25 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,50 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d01217,warfarin,not specified,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,not specified,administration after 14 days of pretreatment,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d01217,warfarin,not specified,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,not specified,coadministered 14 days,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d00894,cyclosporine,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,50 mgkg,not specified,possible,it is suggested that concurrent use of quercetin or quercetincontaining dietary supplement or herbs with cyclosporin or other medications whose absorption and metabolism are mediated by pgp andor cyp3a4 should require close monitoring
d00601,valsartan,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkg,not specified,possible,quercetin is a pgp inhibitor and may be an inhibitor of cyp3a4 the simultaneous administration of quercetin significantly increases the intestinal absorption and decreases the efflux of valsartan the observed effect may be beneficial to develop oral valsartan dosage forms using safe pgp inhibitor quercetin to improve its oral bioavailability
d00583,ranolazine,14 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,20 mgkg,single dose study,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00583,ranolazine,14 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00542,paclitaxel,40 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,rutin,10 20 40 mgkg,administration after 14 days of pretreatment,possible,the absorption of paclitaxel was increased in the presence of apigenin rutin and verapamil a typical pglycoprotein and cyp3a4 inhibitor if these results are confirmed in humans in a clinical setting the paclitaxel dose should be adjusted when it is given concomitantly with apigenin and rutin
d00329,quetiapine,1 mgkg,injection,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkgd,administration after 7 days of pretreatment,possible,the current set of studies indicated that serious herbdrug interaction between qcn and qte might occur when they are coadministered caution is advised for concomitant use of qcn rich dietary supplements with qte
d00542,paclitaxel,40 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,2 10 20 mgkg,not specified,possible,quercetin has a significant impact on the bioavailability of oral paclitaxel in rats
d00829,tamoxifen,10 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,75 mgkg,not specified,possible,the enhanced bioavailability of tamoxifen as a result of its coadministration with quercetin might be due to the effect of quercetin promoting the intestinal absorption and reducing the firstpass metabolism of tamoxifen if the results are further confirmed in the clinical trials the tamoxifen dosage should be adjusted when tamoxifen is administered with quercetin or quercetincontaining dietary supplements in order to avoid potential drug interactions
d00597,atorvastatin,20 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkg,single dose study and multiple dose study,no effect,quercetin does not alter the oral bioavailability of atorvastatin calcium in rats
d00597,atorvastatin,20 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,10 mgkg,single dose study and multiple dose study,no effect,quercetin does not alter the oral bioavailability of atorvastatin calcium in rats
d01046,vortioxetine,2 mgkg,oral,h00452,gynostemmae pentaphylli herba,herb,quercetin,30 mgkg,not specified,possible,quercetin and apigenin exhibited inhibitory effects on the metabolism of vortioxetine in vivo and in vitro moreover quercetin and apigenin noncompetitively inhibited the metabolism of vor in rlms thus we should pay more attention to the combination between these dietary flavonoids and vor in the future clinical use
d00688,methotrexate,5 mgkg,oral,h00453,jiao san xian,herb,isoflavone,20 40 gkg,not specified,possible,in conclusion the coadministration of plrd significantly decreased the elimination and resulted in markedly increased exposure of mtx in rats
d01250,tazemetostat,80 mgkg,oral,h00454,ceratostigma plumbaginoides,herb,plumbagin,100 mgkg,administration after 30 days of pretreatment,possible,plb can inhibit the metabolism of tazemetostat and increase the plasma exposure of tazemetostat in rats
d00531,doxorubicin,17 m,not specified,h00456,radix platycodi,herb,luteolin,10 m,not specified,possible,low concentration of luteolin attenuates doxorubicininduced cytotoxicity to mcf7 cells through a combination of antioxidant activity and an increase in levels of bcl2 protein
d00043,aspirin,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,possible,it could be concluded that taking vit c first doesnt affect the absorption of asp and may be good for health in contrast it is not good to take vit c immediately as one have just taken asp because the existence of asp reduce the absorption of vit c for human body
d00878,lutein,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00751,bortezomib,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,possible,foods high in vitamin c include citrus fruits and beverages
d00511,chromic chloride,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00508,chromium,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c vitamin c may increase the absorption of chromium
d00799,chromium picolinate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00611,ferrous sulfate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01455,sodium feredetate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00453,ferrous gluconate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c foods rich in vitamin c increase the absorption of iron
d00968,ferrous fumarate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01465,chromium nicotinate,not specified,not specified,h00456,radix platycodi,herb,vitamin c,not specified,not specified,possible,take with foods containing vitamin c
d00291,phenacetin,10 mgkg,oral,h00456,radix platycodi,herb,vitexin,10 100 mgkg,cocktail method,no effect,treatment with short or long period of vitexin had no effects on rat cyp1a2
d00370,tolbutamide,1 mgkg,oral,h00456,radix platycodi,herb,vitexin,10 100 mgkg,cocktail method,possible,therefore caution is needed when vitexin is coadministered with some cyp2c11 or cyp3a1 substrates in clinic which may result in treatment failure and herbdrug interactions
d00245,midazolam,5 mgkg,oral,h00456,radix platycodi,herb,vitexin,10 100 mgkg,cocktail method,possible,therefore caution is needed when vitexin is coadministered with some cyp2c11 or cyp3a1 substrates in clinic which may result in treatment failure and herbdrug interactions
d01042,tofacitinib,5 mgkg,oral,h00456,radix platycodi,herb,naringenin,150 mgkgd,administration after 14 days of pretreatment,possible,naringenin could significantly affect the pharmacokinetics of tofacitinib
d00240,metoprolol,30 mgkg,oral,h00456,radix platycodi,herb,naringenin,25 50 100 mgkg,administration after 15 days of pretreatment,possible,naringenin significantly enhanced the cmax auc mrt t12 and decreased the clearance of metoprolol possibly through the inhibition of cyp enzymes involved in the metabolism of metoprolol
